SELECT; "select sml.id, sml.url, sml.website_id, sml.type, r.followers, r.likesr from linkTable sml, linkReportTable r where sml.id=r.sm_link_idr and sml.status=1 $conditions and r.report_date= $fromTime"; NA; "smlid, smlurl, smlwebsiteid, smltype, rfollowers, rlikesr"; "$conditions, $fromTime"; false
SELECT; "select s.* from linkReportTable sr where report_date>= $fromTimeDate and report_date<= $toTimeDate and s.sm_link_id= $linkId r order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $linkId"; false
SELECT; "select s.* from linkReportTable sr where report_date>= $fromTimeDate and report_date<= $toTimeDate and s.sm_link_id= $linkId r order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $linkId"; false
SELECT; "select * from tableName order by id"; NA; ""; ""; false
SELECT; "select * from tableName order by id"; NA; ""; ""; false
UPDATE; "update tableName set status=0"; NA; ""; ""; false
UPDATE; "update tableName set status=1 where id= $themeId"; NA; ""; ""; false
UPDATE; "update tableName set installed= $status where id= $themeId"; NA; ""; "$status"; false
SELECT; "select * from tableName where $col = $val"; NA; ""; "$col, $val"; false
OTHER; "update tableName setr name= addslashes($themeInfo[name]) , r author= addslashes($themeInfo[author]) , r description= addslashes($themeInfo[description]) , r version= $themeInfo[version] , r website= $themeInfo[website] r where id= $themeId"; NA; ""; ""; true
INSERT; "insert into tableName (name, folder, author, description, version, website, status, installed) r values( addslashes($themeInfo[name]) , addslashes($themeName) , addslashes($themeInfo[author]) , addslashes($themeInfo[description]) , $themeInfo[version] , $themeInfo[website] , 0, 1)"; NA; "name, folder, author, description, version, website, status, installed"; "addslashes($themeInfo["name"]), addslashes($themeName), addslashes($themeInfo["author"]), addslashes($themeInfo["description"]), $themeInfo["version"], $themeInfo["website"]"; false
SELECT; "select * from timezone where $timezoneCol = addslashes($timezoneVal)"; NA; ""; "$timezoneCol, addslashes($timezoneVal)"; false
SELECT; "select * from user_specs where user_type_id= $userType[id]"; NA; ""; ""; false
SELECT; "select * from usertypes where id= $userTypeId"; NA; ""; "$userTypeId"; false
SELECT; "select * from user_specs where user_type_id= $listInfo[id]"; NA; ""; ""; false
UPDATE; "update usertypes set user_type = addslashes($listInfo[user_type]) , description = addslashes($listInfo[description]) , access_type = addslashes($listInfo[access_type]) , status = intval($listInfo[user_type_status]) where id= $listInfo[id]"; NA; ""; ""user_type", addslashes($listInfo["user_type"]), "description", addslashes($listInfo["description"]), "access_type", intval($listInfo["user_type_status"])"; false
SELECT; "select id from usertypes where user_type= addslashes($userType)"; NA; "id"; "addslashes($userType)"; false
INSERT; "insert into usertypes(user_type, description, status, access_type) values( addslashes($listInfo[user_type]) , addslashes($listInfo[description]) , $status , addslashes($listInfo[access_type]) )"; NA; "user_type, description, status, access_type"; "addslashes($listInfo["user_type"]), addslashes($listInfo["description"]), $status"; false
UPDATE; "update usertypes set status= $status where id= $userTypeId"; NA; ""; "$status"; false
SELECT; "select * from user_specs where spec_category=system and user_type_id= $userType[id]"; NA; ""; ""; false
SELECT; "select * from user_specs where user_type_id= $userTypeId"; NA; ""; "$userTypeId"; false
SELECT; "select * from users where id= $userId"; NA; ""; "$userId"; false
SELECT; "select * from user_specs where user_type_id= $userDetails[0][utype_id]"; NA; ""; "$userDetails[0]["utype_id"]"; false
INSERT; "Insert into user_specs(user_type_id, spec_column, spec_value, spec_category) values( $userTypeId , $specColumn , $specValue , $specCategory ) ON DUPLICATE KEY UPDATE spec_value= $specValue"; NA; "user_type_id, spec_column, spec_value, spec_category"; "$userTypeId, $specColumn, $specValue, $specCategory"; false
SELECT; "select ut.access_type from users u, usertypes ut where u.utype_id=ut.id and u.id= intval($userId)"; NA; "utaccesstype"; "intval($userId)"; false
SELECT; "select u.*, ut.user_type from users u, usertypes ut where u.utype_id=ut.id and u.username= addslashes($_POST[userName])"; NA; "u, utusertype"; ""; false
UPDATE; "UPDATE settings SET set_val= addslashes($_POST[lang_code]) WHERE set_name=SP_DEFAULTLANG"; NA; ""; "addslashes($_POST["lang_code"])"; false
UPDATE; "UPDATE users SET lang_code= addslashes($_POST[lang_code]) WHERE id=1"; NA; ""; ""lang_code", addslashes($_POST["lang_code"])"; false
UPDATE; "UPDATE settings SET set_val= addslashes($_POST[time_zone]) WHERE set_name=SP_TIME_ZONE"; NA; ""; "addslashes($_POST["time_zone"])"; false
SELECT; "select id from users where confirm_code= $confirmCode"; NA; "id"; "$confirmCode"; false
UPDATE; "update users set confirm=1, status=1 where id= $userInfo[id]"; NA; ""; ""; false
INSERT; "insert into usersr (utype_id, username, password, first_name, last_name, email, created, status) r values ( $utypeId , addslashes($userInfo[userName]) , md5($userInfo[password]) , r addslashes($userInfo[firstName]) , addslashes($userInfo[lastName]) , r addslashes($userInfo[email]) , UNIX_TIMESTAMP(), $userStatus )"; NA; "utype_id, username, password, first_name, last_name, email, created, status"; "$utypeId, addslashes($userInfo["userName"]), md5($userInfo["password"]), addslashes($userInfo["email"]), $userStatus"; false
UPDATE; "update users set confirm_code= $cfm where id= $userId"; NA; ""; "$cfm"; false
UPDATE; "update users set status= $status where id= $userId"; NA; ""; "$status"; false
SELECT; "select id from websites where user_id= $userId"; NA; "id"; "$userId"; false
SELECT; "select id from users where username= $username"; NA; "id"; "$username"; false
SELECT; "select id from users where email= addslashes($email)"; NA; "id"; "addslashes($email)"; false
SELECT; "select * from users where id= $userId"; NA; ""; "$userId"; false
SELECT; "select * from users where status= $active"; NA; ""; "$active"; false
SELECT; "select u.* from users u, websites w where w.user_id=u.id and u.status= $active and w.status=1"; NA; "u"; "$active"; false
INSERT; "insert into users(utype_id, username, password, first_name, last_name, email, created, status, expiry_date) r values( $userTypeId , addslashes($userInfo[userName]) , md5($userInfo[password]) r , addslashes($userInfo[firstName]) , addslashes($userInfo[lastName]) r , addslashes($userInfo[email]) , UNIX_TIMESTAMP(), $userStatus , $userInfo[expiry_date] )"; NA; "utype_id, username, password, first_name, last_name, email, created, status, expiry_date"; "$userTypeId, addslashes($userInfo["userName"]), md5($userInfo["password"]), addslashes($userInfo["email"]), $userStatus, $userInfo["expiry_date"]"; false
OTHER; "update users setr username = addslashes($userInfo[userName]) , r first_name = addslashes($userInfo[firstName]) , r last_name = addslashes($userInfo[lastName]) , r $passStr r $activeStr r $expiryStr r email = addslashes($userInfo[email]) , r utype_id = addslashes($userInfo[userType]) r where id= $userInfo[id]"; NA; ""; ""; true
OTHER; "update users setr username = addslashes($userInfo[userName]) , r first_name = addslashes($userInfo[firstName]) , r last_name = addslashes($userInfo[lastName]) , r $passStr r email = addslashes($userInfo[email]) r where id= $userId"; NA; ""; ""; true
UPDATE; "update users set password=md5( $rand ) where id= $userInfo[id]"; NA; ""; "$rand"; false
SELECT; "select * from users where utype_id= $adminUserTypeId"; NA; ""; "$adminUserTypeId"; false
UPDATE; "update users set $col = addslashes($value) where id= intval($userId)"; NA; ""; "$col, addslashes($value)"; false
INSERT; "insert into user_website_access(user_id, website_id) values( $userId , intval($val) )"; NA; "user_id, website_id"; "$userId, intval($val)"; false
SELECT; "select w.*, uwa.id as uwa_id, uwa.access from websites w left join user_website_access uwa on w.id=uwa.website_id and w.user_id= $loggedinUserId"; NA; "w, uwaid, uwaaccess"; ""; false
SELECT; "select [cols] from webmaster_keywords k, keyword_analytics r where k.id=r.keyword_id and k.status=1 $conditions and r.source= $source and r.report_date= $toTime"; NA; "cols"; "$conditions, $source, $toTime"; false
SELECT; "select k.id, k.name, k.website_id, r.clicks, r.impressions, r.ctr, r.average_position from webmaster_keywords k, keyword_analytics r where k.id=r.keyword_id and k.status=1 $conditions and r.source= $source and r.report_date= $fromTime"; NA; "kid, kname, kwebsiteid, rclicks, rimpressions, rctr, raverageposition"; "$conditions, $source, $fromTime"; false
SELECT; "select [cols] from websites w, website_search_analytics r where w.id=r.website_id and w.status=1 $conditions and r.source= $source and r.report_date= $fromTime"; NA; "cols"; "$conditions, $source, $fromTime"; false
SELECT; "select w.id, w.name, w.url, r.clicks, r.impressions, r.ctr, r.average_position from websites w, website_search_analytics r where w.id=r.website_id and w.status=1 $conditions and r.source= $source and r.report_date= $toTime"; NA; "wid, wname, wurl, rclicks, rimpressions, rctr, raverageposition"; "$conditions, $source, $toTime"; false
SELECT; "select s.* , w.name from website_search_analytics s, websites w where s.website_id=w.id and report_date >= $fromTime and report_date <= $toTime and source= $source $conditions order by report_date"; NA; "s, , wname"; "$fromTime, $toTime, $source, $conditions"; false
SELECT; "select s.* from keyword_analytics s where report_date>= $fromTimeDate and report_date<= $toTimeDate $conditions order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select s.* from keyword_analytics s where report_date>= $fromTimeDate and report_date<= $toTimeDate $conditions order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select s.* from website_search_analytics s where report_date>= $fromTimeDate and report_date<= $toTimeDate $conditions order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select * from websites w where user_id= $userId"; NA; ""; "$userId"; false
UPDATE; "update websites set status= $status where id= $websiteId"; NA; ""; "$status"; false
UPDATE; "update keywords set status= $status where website_id= $websiteId"; NA; ""; "$status"; false
SELECT; "select id from keywords where website_id= $websiteId"; NA; "id"; "$websiteId"; false
SELECT; "select id from auditorprojects where website_id= $websiteId"; NA; "id"; "$websiteId"; false
SELECT; "select id from websites where name= addslashes($name) and user_id= $userId"; NA; "id"; "addslashes($name), $userId"; false
SELECT; "select id from websites where url= addslashes($url)"; NA; "id"; "addslashes($url)"; false
INSERT; "insert into websites(name, url, title, description, analytics_view_id, keywords, user_id, status) values( addslashes($listInfo[name]) , addslashes($listInfo[url]) , addslashes($listInfo[title]) , addslashes($listInfo[description]) , addslashes($listInfo[analytics_view_id]) , addslashes($listInfo[keywords]) , $userId , $statusVal )"; NA; "name, url, title, description, analytics_view_id, keywords, user_id, status"; "addslashes($listInfo["name"]), addslashes($listInfo["url"]), addslashes($listInfo["description"]), addslashes($listInfo["analytics_view_id"]), addslashes($listInfo["keywords"]), $userId, $statusVal"; false
SELECT; "select * from websites where id= $websiteId"; NA; ""; "$websiteId"; false
UPDATE; "update websites set name = addslashes($listInfo[name]) , url = addslashes($listInfo[url]) , user_id = $userId , title = addslashes($listInfo[title]) , description = addslashes($listInfo[description]) , analytics_view_id = addslashes($listInfo[analytics_view_id]) , $statusVal keywords = addslashes($listInfo[keywords]) where id= $listInfo[id]"; NA; ""; "addslashes($listInfo["name"]), addslashes($listInfo["url"]), $userId, "description", addslashes($listInfo["description"]), "analytics_view_id", addslashes($listInfo["analytics_view_id"]), $statusVal, addslashes($listInfo["keywords"])"; false
SELECT; "select * from timezone where timezone_name= SP_TIME_ZONE"; NA; ""; ""; false
UPDATE; "update users set email= addslashes($info[email]) where id=1"; NA; ""; "addslashes($info["email"])"; false
INSERT; "Insert into settings(set_label, set_name, set_val, set_type) values(Seo Panel API Key, SP_API_KEY, $apiKey , large)"; NA; "set_label, set_name, set_val, set_type"; "$apiKey"; false
UPDATE; "update settings set set_val= $apiKey where set_name=SP_API_KEY"; NA; ""; "$apiKey"; false
SELECT; "select count(*) count from languages where lang_code= $langCode and translated=1"; NA; ", count"; "$langCode"; false
UPDATE; "update users set lang_code= $langCode where id= $userId"; NA; ""; "$langCode"; false
SELECT; "select * from settings $condition order by id"; NA; ""; ""; false
SELECT; "select t.*, lang_show from translators t, languages l where l.lang_code=t.lang_code and t.lang_code= $_SESSION[lang_code]"; NA; "t, langshow"; ""; false
SELECT; "select label, content from texts where category= $category and lang_code= $langCode and content!= order by label"; NA; "label, content"; "$category, $langCode"; false
SELECT; "select k.id from keywords k, websites w where k.website_id=w.id and w.user_id= intval($userId) and k.id= intval($objId)"; NA; "kid"; "intval($userId), intval($objId)"; false
SELECT; "select id from websites where id= intval($objId) and user_id= intval($userId)"; NA; "id"; "intval($objId), intval($userId)"; false
SELECT; "SELECT $cols FROM $table WHERE $whereCond"; NA; "cols"; "$whereCond"; false
SELECT; "SELECT $cols FROM $table WHERE $whereCond"; NA; "cols"; "$whereCond"; false
INSERT; "INSERT into $table ( implode(, , $colList) ) values( implode(, , $valueList) )"; NA; "implode, (, , $collist"; "$valueList"; false
UPDATE; "Update $table SET"; NA; ""; ""; false
SELECT; "select max( $col ) maxid from $table"; NA; ", col, maxid"; ""; false
SELECT; "select max( $col ) maxid from $table"; NA; ", col, maxid"; ""; false
SELECT; "select id, url from websites where status=1"; NA; "id, url"; ""; false
UPDATE; "Update auditorreports set"; NA; ""; ""; false
SELECT; "select * from country order by country_name"; NA; ""; ""; false
SELECT; "select * from country order by country_name"; NA; ""; ""; false
SELECT; "select * from mail_logs where 1=1"; NA; ""; ""; false
SELECT; "select distinct mail_category from mail_logs"; NA; "distinct, mailcategory"; ""; false
SELECT; "select * from seotools where status=1 and reportgen=1"; NA; ""; ""; false
SELECT; "select * from seotools where status=1 and cron=1"; NA; ""; ""; false
UPDATE; "update websites set crawled=0"; NA; ""; ""; false
SELECT; "select * from currency where 1=1"; NA; ""; ""; false
SELECT; "select * from directories where working=1"; NA; ""; ""; false
SELECT; "SELECT * FROM featured_directories where status=1 order by google_pagerank DESC"; NA; ""; ""; false
SELECT; "SELECT * FROM directories"; NA; ""; ""; false
SELECT; "select k.*, w.name website, w.status webstatus from keywords k, websites w where k.website_id=w.id and w.status=1"; NA; "k, wname, website, wstatus, webstatus"; ""; false
SELECT; "select k.*, w.name website, w.url weburl from keywords k, websites w where k.website_id=w.id and k.status=1"; NA; "k, wname, website, wurl, weburl"; ""; false
SELECT; "select * from languages"; NA; ""; ""; false
SELECT; "select id, url from websites where status=1"; NA; "id, url"; ""; false
SELECT; "select * from proxylist where 1=1"; NA; ""; ""; false
SELECT; "select * from proxylist where 1=1"; NA; ""; ""; false
SELECT; "SELECT * FROM proxylist where status=1 ORDER BY RAND() LIMIT 1"; NA; ""; ""; false
SELECT; "select p.id as proxy_id, p.proxy, p.port, count(*) count, sum(crawl_status) success, avg(crawl_status) avg_score, count(*) - sum(crawl_status) fail from crawl_log t join proxylist p on p.id=t.proxy_id where 1=1"; NA; "pid, proxyid, pproxy, pport, , count, crawlstatus, success, avgscore, fail"; ""; false
SELECT; "select id, url from websites where status=1"; NA; "id, url"; ""; false
SELECT; "select k.*, w.url from keywords k, websites w where k.website_id=w.id and k.status=1"; NA; "k, wurl"; ""; false
SELECT; "select * from websites w where w.status=1"; NA; ""; ""; false
SELECT; "select id, url from websites where status=1"; NA; "id, url"; ""; false
SELECT; "select * from searchengines where status=1"; NA; ""; ""; false
SELECT; "select * from searchengines where status=1"; NA; ""; ""; false
SELECT; "select * from sync_searchengines order by sync_time DESC"; NA; ""; ""; false
OTHER; "UPDATE"; NA; ""; ""; true
SELECT; "select * from seoplugins where 1=1"; NA; ""; ""; false
UPDATE; "update seoplugins set installed=0"; NA; ""; ""; false
SELECT; "select * from seotools where status=1"; NA; ""; ""; false
SELECT; "select * from seotools where status=1 and user_access=1"; NA; ""; ""; false
SELECT; "select t.*, l.lang_name from translators t, languages l where t.lang_code=l.lang_code"; NA; "t, llangname"; ""; false
SELECT; "select ap.*, w.name, u.username from websites w, users u, auditorprojects ap where ap.website_id=w.id and u.id=w.user_id"; NA; "ap, wname, uusername"; ""; false
SELECT; "select id from auditorprojects where cron=1 and status=1"; NA; "id"; ""; false
UPDATE; "update themes set installed=0"; NA; ""; ""; false
SELECT; "select * from timezone"; NA; ""; ""; false
SELECT; "SELECT * FROM usertypes where id!=1"; NA; ""; ""; false
INSERT; "insert into user_specs(user_type_id, spec_column, spec_value) values"; NA; "user_type_id, spec_column, spec_value"; ""; false
INSERT; "insert into user_specs(user_type_id, spec_column, spec_value) values"; NA; "user_type_id, spec_column, spec_value"; ""; false
SELECT; "select * from usertypes where status=1"; NA; ""; ""; false
SELECT; "select id from usertypes where user_type=admin"; NA; "id"; ""; false
SELECT; "select * from users where utype_id!=1"; NA; ""; ""; false
SELECT; "select * from users where utype_id=1"; NA; ""; ""; false
SELECT; "select u.*, ut.user_type from users u, usertypes utr where u.utype_id=ut.id and u.status=1 and u.utype_id!=1 and ut.access_type=readr order by username"; NA; "u, utusertype"; ""; false
SELECT; "select w.*, u.username from websites w, users u where u.id=w.user_id"; NA; "w, uusername"; ""; false
SELECT; "select * from websites where status=1"; NA; ""; ""; false
SELECT; "select count(*) count from websites where 1=1"; NA; ", count"; ""; false
SELECT; "select w.* from websites w, keywords k where w.id=k.website_id and w.status=1 and k.status=1"; NA; "w"; ""; false
SELECT; "select * from settings order by id"; NA; ""; ""; false
SELECT; "select * from themes where status=1 order by id"; NA; ""; ""; false
SELECT; "select * from languages where translated=1"; NA; ""; ""; false
SELECT; "select * from timezone order by id"; NA; ""; ""; false
SELECT; "Select set_val from settings where set_name=SP_VERSION_NUMBER"; NA; "setval"; ""; false
SELECT; "Select id, set_val from settings where set_name=SP_API_KEY"; NA; "id, setval"; ""; false
OTHER; "<select name=charset> <option value=></option> <option>GB2312</option> <option>US-ASCII</option> <option>ISO-8859-1</option> <option>ISO-8859-2</option> <option>ISO-8859-3</option> <option>ISO-8859-4</option> <option>ISO-8859-5</option> <option>ISO-8859-6</option> <option>ISO-8859-7</option> <option>ISO-8859-8</option> <option>ISO-8859-9</option> <option>ISO-2022-JP</option> <option>ISO-2022-JP-2</option> <option>ISO-2022-KR</option> <option>SHIFT_JIS</option> <option>EUC-KR</option> <option>BIG5</option> <option>KOI8-R</option> <option>KSC_5601</option> <option>HZ-GB-2312</option> <option>JIS_X0208</option> <option>UTF-8</option> <option>other</option> </select>"; NA; ""; ""; true
OTHER; "<select name=source_id>"; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "<select name=keyword_id id=keyword_id style=width:150px; onchange="; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "<select class=form-control form-control-sm name=lang_code id=lang_code onchange=doLoadUrl(lang_code,"; NA; ""; ""; true
OTHER; "<select name=link_id id=link_id onchange="; NA; ""; ""; true
OTHER; "<select name=link_id id=link_id onchange="; NA; ""; ""; true
OTHER; "<select name=website_id id=website_id style=width:150px; onchange="; NA; ""; ""; true
OTHER; "<select name=source_id>"; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "<select name=keyword_id id=keyword_id style=width:150px; onchange="; NA; ""; ""; true
OTHER; "Select All"; NA; ""; ""; true
OTHER; "<select class=form-control form-control-sm name=lang_code id=lang_code onchange=doLoadUrl(lang_code,"; NA; ""; ""; true
OTHER; "<select name=link_id id=link_id onchange="; NA; ""; ""; true
OTHER; "<select name=link_id id=link_id onchange="; NA; ""; ""; true
OTHER; "<select name=website_id id=website_id style=width:150px; onchange="; NA; ""; ""; true
